question_id,prediction,target,answer_type,small_answer_type_target,small_answer_type_prediction,answer_type_prediction
92842,white,tie,other,object,color,other
99972,dog,horse,other,object,object,other
89297,standing,sitting,other,action,action,other
84161,black,black,other,color,color,other
70114,car,car,other,object,object,other
68295,curtain,couch,other,object,object,other
46685,red,red,other,color,color,other
43023,blue,blue,other,color,color,other
35357,yes,yes,yes/no,yes/no,yes/no,yes/no
6775,yes,yes,yes/no,yes/no,yes/no,yes/no
86027,blue,blue,other,color,color,other
60497,white,black,other,color,color,other
155131,yes,no,yes/no,yes/no,yes/no,yes/no
77468,sign,flag,other,object,object,other
71516,cupboard,cabinet,other,object,object,other
37664,standing,standing,other,action,action,other
86732,pink,blue,other,color,color,other
35150,yes,yes,yes/no,yes/no,yes/no,yes/no
144042,yes,no,yes/no,yes/no,yes/no,yes/no
69006,window,cabinet,other,object,object,other
51548,green,green,other,color,color,other
79057,picture,wall,other,object,object,other
77440,book,bottle,other,object,object,other
82764,black,white,other,color,color,other
51677,red,blue,other,color,color,other
66330,white,pink,other,color,color,other
42820,blue,black,other,color,color,other
17432,2,2,number,number,number,number
101062,car,car,other,object,object,other
39480,wood,metal,other,object,color,other
12323,2,2,number,number,number,number
35658,yes,yes,yes/no,yes/no,yes/no,yes/no
38013,standing,standing,other,action,action,other
94053,standing,standing,other,action,action,other
165351,yes,no,yes/no,yes/no,yes/no,yes/no
99189,microphone,guitar,other,object,object,other
2354,no,no,yes/no,yes/no,yes/no,yes/no
93789,standing,sitting,other,action,action,other
72688,wall,poster,other,object,object,other
83349,brown,purple,other,color,color,other
39864,phone,glass,other,object,object,other
47377,purple,purple,other,color,color,other
73449,lamp,plant,other,object,object,other
30071,yes,yes,yes/no,yes/no,yes/no,yes/no
60845,blue,blue,other,color,color,other
71572,sky,mountain,other,object,object,other
72427,wall,plant,other,object,object,other
56143,blue,pink,other,color,color,other
72,yes,yes,yes/no,yes/no,yes/no,yes/no
39201,chair,chair,other,object,object,other
51305,black,black,other,color,color,other
22312,on,on,other,other,other,other
67355,wall,door,other,object,object,other
15332,3,2,number,number,number,number
40583,wall,wall,other,object,object,other
36051,yes,yes,yes/no,yes/no,yes/no,yes/no
81953,standing,reading,other,action,action,other
130552,no,no,yes/no,yes/no,yes/no,yes/no
92960,apron,apron,other,object,object,other
60192,white,white,other,color,color,other
73464,box,bird,other,object,object,other
29271,yes,yes,yes/no,yes/no,yes/no,yes/no
14548,2,3,number,number,number,number
1492,standing,sitting,other,action,action,other
99529,glasses,glasses,other,object,object,other
52500,black,brown,other,color,color,other
94501,standing,standing,other,action,action,other
856,yes,no,yes/no,yes/no,yes/no,yes/no
94841,standing,standing,other,action,action,other
458,standing,sitting,other,action,action,other
72593,wall,window,other,object,object,other
79124,picture,picture,other,object,object,other
36559,refrigerator,microwave,other,object,object,other
103652,man,man,other,human,human,other
33404,yes,yes,yes/no,yes/no,yes/no,yes/no
54465,white,white,other,color,color,other
12206,1,2,number,number,number,number
66634,glasses,glasses,other,object,object,other
84565,white,white,other,color,color,other
20279,2,many,number,number,number,number
86359,blue,blue,other,color,color,other
42704,blue,green,other,color,color,other
60848,blue,blue,other,color,color,other
38002,standing,standing,other,action,action,other
12732,2,2,number,number,number,number
67060,building,house,other,location,object,other
1238,sitting,sitting,other,action,action,other
17032,group,3,number,number,other,other
30682,yes,yes,yes/no,yes/no,yes/no,yes/no
47077,red,orange,other,color,color,other
44822,brown,black,other,color,color,other
22928,left,left,other,location,location,other
38774,book,stick,other,object,object,other
46235,purple,purple,other,color,color,other
49907,red,red,other,color,color,other
87291,standing,standing,other,action,action,other
93920,standing,standing,other,action,action,other
110057,no,no,yes/no,yes/no,yes/no,yes/no
1547,standing,standing,other,action,action,other
7739,2,2,number,number,number,number
60991,blue,blue,other,color,color,other
74482,cloud,cloud,other,object,object,other
73633,book,food,other,object,object,other
73508,table,fire,other,object,object,other
97291,suit,jacket,other,object,object,other
99961,sunglasses,glasses,other,object,object,other
52732,black,brown,other,color,color,other
68338,sitting,board,other,object,action,other
100789,night,night,other,other,other,other
99663,dress,apron,other,object,object,other
75484,food,glasses,other,object,object,other
54530,white,red,other,color,color,other
72289,curtain,wall,other,object,object,other
17851,1,2,number,number,number,number
64419,blue,gray,other,color,color,other
57363,white,white,other,color,color,other
53474,red,red,other,color,color,other
60918,blue,blue,other,color,color,other
84355,blue,black,other,color,color,other
74511,cloud,cloud,other,object,object,other
66066,green,white,other,color,color,other
64501,blue,blue,other,color,color,other
79725,picture,board,other,object,object,other
156867,yes,no,yes/no,yes/no,yes/no,yes/no
69509,light,light,other,object,object,other
16913,2,2,number,number,number,number
51778,brown,purple,other,color,color,other
11601,2,3,number,number,number,number
74762,chair,chair,other,object,object,other
65531,red,blue,other,color,color,other
17517,2,2,number,number,number,number
81572,standing,eating,other,action,action,other
94085,standing,standing,other,action,action,other
29461,yes,yes,yes/no,yes/no,yes/no,yes/no
89247,standing,sitting,other,action,action,other
87142,white,green,other,color,color,other
88563,standing,standing,other,action,action,other
52450,gray,gray,other,color,color,other
8609,2,1,number,number,number,number
100310,wood,wood,other,color,color,other
67132,window,window,other,object,object,other
76531,snow,tree,other,object,other,other
102992,right,middle,other,other,color,other
41826,purple,purple,other,color,color,other
12412,3,3,number,number,number,number
100429,picture,poster,other,object,object,other
139737,yes,yes,yes/no,yes/no,yes/no,yes/no
79318,flower,picture,other,object,object,other
143520,no,no,yes/no,yes/no,yes/no,yes/no
96660,standing,standing,other,action,action,other
43374,blue,blue,other,color,color,other
89672,standing,standing,other,action,action,other
14083,3,2,number,number,number,number
83285,brown,brown,other,color,color,other
79775,picture,picture,other,object,object,other
9120,2,2,number,number,number,number
31949,yes,yes,yes/no,yes/no,yes/no,yes/no
38830,flower,pole,other,object,object,other
75436,computer,computer,other,object,object,other
10461,2,2,number,number,number,number
69387,light,fire,other,object,object,other
191,yes,yes,yes/no,yes/no,yes/no,yes/no
54275,white,pink,other,color,color,other
71064,tree,cloud,other,object,object,other
99884,standing,standing,other,action,action,other
124374,yes,no,yes/no,yes/no,yes/no,yes/no
87570,metal,metal,other,object,object,other
83714,purple,purple,other,color,color,other
86133,purple,blue,other,color,color,other
16376,1,2,number,number,number,number
38101,standing,eating,other,action,action,other
85519,pink,pink,other,color,color,other
87946,standing,standing,other,action,action,other
129116,brown,brown,other,color,color,other
54365,white,white,other,color,color,other
116203,yes,yes,yes/no,yes/no,yes/no,yes/no
81742,brick,wood,other,color,color,other
30854,yes,yes,yes/no,yes/no,yes/no,yes/no
75698,people,plant,other,object,human,other
78032,book,laptop,other,object,object,other
62961,pink,pink,other,color,color,other
94863,standing,sitting,other,action,action,other
44129,green,green,other,color,color,other
98237,white,wooden,other,color,color,other
38856,stick,flower,other,object,object,other
20598,yes,no,yes/no,yes/no,yes/no,yes/no
102922,floor,background,other,other,object,other
61655,blue,green,other,color,color,other
44178,blue,white,other,color,color,other
37702,standing,standing,other,action,action,other
56561,green,blue,other,color,color,other
63031,pink,pink,other,color,color,other
39190,chair,chair,other,object,object,other
10986,3,3,number,number,number,number
86430,blue,silver,other,color,color,other
1016,indoor,indoor,other,other,other,other
71262,mountain,tree,other,object,object,other
17823,2,2,number,number,number,number
11198,1,2,number,number,number,number
48496,red,brown,other,color,color,other
98664,sitting,sitting,other,action,action,other
1421,yes,yes,yes/no,yes/no,yes/no,yes/no
63254,green,green,other,color,color,other
90905,paper,paper,other,object,object,other
155763,inside,inside,other,location,location,other
57125,red,red,other,color,color,other
302,parked,parked,other,action,action,other
69889,phone,wheel,other,object,object,other
60949,blue,blue,other,color,color,other
40905,brown,blue,other,color,color,other
42042,brown,blue,other,color,color,other
42584,blue,blue,other,color,color,other
1698,standing,standing,other,action,action,other
48781,red,blue,other,color,color,other
100405,cloud,pillow,other,object,object,other
101859,right,right,other,color,color,other
10962,2,3,number,number,number,number
80382,picture,picture,other,object,object,other
10896,2,2,number,number,number,number
33544,yes,yes,yes/no,yes/no,yes/no,yes/no
77634,building,building,other,object,object,other
52438,gray,gray,other,color,color,other
16909,3,3,number,number,number,number
44765,purple,purple,other,color,color,other
1900,yes,yes,yes/no,yes/no,yes/no,yes/no
508,open,open,other,action,action,other
2180,large,large,other,other,other,other
98649,standing,sitting,other,action,action,other
34542,yes,yes,yes/no,yes/no,yes/no,yes/no
58989,red,red,other,color,color,other
95530,bag,basket,other,object,object,other
87277,standing,standing,other,action,action,other
44975,white,white,other,color,color,other
30246,yes,yes,yes/no,yes/no,yes/no,yes/no
301,parked,parked,other,action,action,other
98944,phone,stick,other,object,object,other
47663,orange,orange,other,color,color,other
29357,yes,yes,yes/no,yes/no,yes/no,yes/no
23433,sitting,sitting,other,action,action,other
82453,green,blue,other,color,color,other
55057,black,black,other,color,color,other
63638,purple,purple,other,color,color,other
55035,red,red,other,color,color,other
89109,standing,sitting,other,action,action,other
25379,background,background,other,other,other,other
99114,phone,phone,other,object,object,other
34643,yes,yes,yes/no,yes/no,yes/no,yes/no
57298,red,pink,other,color,color,other
39486,standing,standing,other,action,action,other
10899,2,2,number,number,number,number
15378,2,2,number,number,number,number
89002,standing,sitting,other,action,action,other
48546,blue,white,other,color,color,other
50623,purple,blue,other,color,color,other
101600,floor,right,other,color,object,other
84706,white,blue,other,color,color,other
81310,sky,tree,other,object,object,other
117526,brown,brown,other,color,color,other
91979,guitar,saxophone,other,object,object,other
16660,2,3,number,number,number,number
37210,sitting,sitting,other,action,action,other
89463,standing,standing,other,action,action,other
24563,sitting,standing,other,action,action,other
71880,wall,wall,other,object,object,other
43886,blue,blue,other,color,color,other
98652,standing,standing,other,action,action,other
70335,microphone,podium,other,object,object,other
65425,blue,pink,other,color,color,other
60934,blue,blue,other,color,color,other
78600,lamp,cake,other,object,object,other
38044,standing,eating,other,action,action,other
35844,yes,yes,yes/no,yes/no,yes/no,yes/no
42935,blue,blue,other,color,color,other
82391,white,white,other,color,color,other
37247,holding,holding,other,action,action,other
100976,brown,gray,other,color,color,other
83273,white,black,other,color,color,other
63333,pink,purple,other,color,color,other
88147,standing,standing,other,action,action,other
73143,wall,plant,other,object,object,other
94341,standing,standing,other,action,action,other
88079,standing,standing,other,action,action,other
18123,2,2,number,number,number,number
32739,yes,yes,yes/no,yes/no,yes/no,yes/no
29974,yes,yes,yes/no,yes/no,yes/no,yes/no
39391,cloudy,colorful,other,color,other,other
75785,rug,person,other,human,object,other
73170,wall,wall,other,object,object,other
80892,phone,suitcase,other,object,object,other
11875,2,2,number,number,number,number
97220,dress,suit,other,object,object,other
98218,wood,wood,other,color,color,other
102484,sidewalk,balcony,other,object,location,other
15756,2,3,number,number,number,number
46793,purple,purple,other,color,color,other
1443,yes,no,yes/no,yes/no,yes/no,yes/no
95548,phone,ball,other,object,object,other
146692,no,no,yes/no,yes/no,yes/no,yes/no
81355,wall,wall,other,object,object,other
75222,light,light,other,object,object,other
15240,2,2,number,number,number,number
53038,blue,green,other,color,color,other
49784,purple,pink,other,color,color,other
122528,yes,yes,yes/no,yes/no,yes/no,yes/no
32573,yes,yes,yes/no,yes/no,yes/no,yes/no
83030,white,white,other,color,color,other
79012,picture,picture,other,object,object,other
86446,purple,green,other,color,color,other
86870,purple,purple,other,color,color,other
68508,wall,building,other,object,object,other
36288,yes,yes,yes/no,yes/no,yes/no,yes/no
104706,no,no,yes/no,yes/no,yes/no,yes/no
32477,yes,yes,yes/no,yes/no,yes/no,yes/no
98443,sunny,cloudy,other,other,other,other
62642,white,pink,other,color,color,other
13825,2,2,number,number,number,number
45339,brown,brown,other,color,color,other
69049,fence,house,other,location,object,other
69702,picture,picture,other,object,object,other
102303,background,background,other,other,other,other
54012,white,white,other,color,color,other
99707,paper,paper,other,object,object,other
84435,white,red,other,color,color,other
74506,cloud,cloud,other,object,object,other
55410,white,green,other,color,color,other
68067,window,wall,other,object,object,other
25361,indoor,indoor,other,other,other,other
15168,2,1,number,number,number,number
40813,blue,blue,other,color,color,other
58189,pink,orange,other,color,color,other
90826,paper,phone,other,object,object,other
68030,window,bookshelf,other,object,object,other
79807,picture,mirror,other,object,object,other
49884,red,red,other,color,color,other
43220,blue,brown,other,color,color,other
1171,standing,standing,other,action,action,other
26589,yes,yes,yes/no,yes/no,yes/no,yes/no
7938,2,few,other,other,number,number
74544,building,house,other,location,object,other
116854,no,no,yes/no,yes/no,yes/no,yes/no
43212,blue,blue,other,color,color,other
103577,man,doctor,other,other,human,other
60794,blue,blue,other,color,color,other
79425,picture,painting,other,action,object,other
51295,purple,blue,other,color,color,other
13148,3,2,number,number,number,number
68684,wall,door,other,object,object,other
76757,window,door,other,object,object,other
72753,window,blackboard,other,object,object,other
12970,2,3,number,number,number,number
23945,yes,yes,yes/no,yes/no,yes/no,yes/no
13736,3,2,number,number,number,number
77960,book,laptop,other,object,object,other
63521,pink,pink,other,color,color,other
12003,2,2,number,number,number,number
66201,white,blue,other,color,color,other
22924,left,left,other,location,location,other
25667,blue,blue,other,color,color,other
85083,white,white,other,color,color,other
1092,left,right,other,color,location,other
47956,purple,blue,other,color,color,other
114216,yes,no,yes/no,yes/no,yes/no,yes/no
12614,2,1,number,number,number,number
100756,night,night,other,other,other,other
77736,building,building,other,object,object,other
64629,blue,blue,other,color,color,other
49209,brown,blue,other,color,color,other
62381,red,red,other,color,color,other
107770,yes,no,yes/no,yes/no,yes/no,yes/no
42696,blue,blue,other,color,color,other
68689,wall,wall,other,object,object,other
63805,red,red,other,color,color,other
91831,standing,sleeping,other,action,action,other
16587,1,1,number,number,number,number
87254,stick,suitcase,other,object,object,other
15914,2,2,number,number,number,number
67675,wall,picture,other,object,object,other
76597,blue,white,other,color,color,other
98192,wood,wood,other,color,color,other
21954,yes,yes,yes/no,yes/no,yes/no,yes/no
11091,1,1,number,number,number,number
16303,3,3,number,number,number,number
85238,blue,blue,other,color,color,other
77700,people,man,other,human,human,other
123220,wood,concrete,other,object,color,other
14995,2,2,number,number,number,number
40714,light,light,other,object,object,other
55412,white,blue,other,color,color,other
84831,white,white,other,color,color,other
28994,yes,yes,yes/no,yes/no,yes/no,yes/no
63032,pink,pink,other,color,color,other
72912,wall,wall,other,object,object,other
94901,standing,standing,other,action,action,other
98761,standing,standing,other,action,action,other
51944,black,brown,other,color,color,other
33070,yes,yes,yes/no,yes/no,yes/no,yes/no
55861,blue,gray,other,color,color,other
27539,yes,yes,yes/no,yes/no,yes/no,yes/no
208,yes,yes,yes/no,yes/no,yes/no,yes/no
7762,2,3,number,number,number,number
62468,pink,purple,other,color,color,other
61733,blue,green,other,color,color,other
98313,blue,gray,other,color,color,other
103186,no,woman,other,human,yes/no,yes/no
92939,suit,backpack,other,object,object,other
87116,white,red,other,color,color,other
101077,car,car,other,object,object,other
7419,2,4,number,number,number,number
44249,pink,orange,other,color,color,other
63137,red,blue,other,color,color,other
102079,floor,floor,other,object,object,other
33616,yes,yes,yes/no,yes/no,yes/no,yes/no
15586,2,3,number,number,number,number
59660,pink,pink,other,color,color,other
100831,night,night,other,other,other,other
81525,standing,standing,other,action,action,other
98647,standing,standing,other,action,action,other
56295,gray,white,other,color,color,other
88868,standing,standing,other,action,action,other
1041,outside,outside,other,location,location,other
13499,3,5,number,number,number,number
80266,picture,cabinet,other,object,object,other
41027,blue,blue,other,color,color,other
73559,mountain,mountain,other,object,object,other
75509,glasses,white,other,color,object,other
48741,red,red,other,color,color,other
7839,1,2,number,number,number,number
84595,blue,white,other,color,color,other
31703,yes,yes,yes/no,yes/no,yes/no,yes/no
70664,tree,tree,other,object,object,other
45170,red,colorful,other,color,color,other
15827,2,2,number,number,number,number
108314,yes,no,yes/no,yes/no,yes/no,yes/no
59277,brown,brown,other,color,color,other
69652,picture,picture,other,object,object,other
56631,blue,blue,other,color,color,other
50808,pink,pink,other,color,color,other
89614,standing,standing,other,action,action,other
79511,picture,poster,other,object,object,other
12539,3,3,number,number,number,number
54680,white,purple,other,color,color,other
99435,building,mountain,other,object,object,other
90897,microphone,pen,other,object,object,other
68841,fence,cloud,other,object,object,other
18063,2,2,number,number,number,number
56006,blue,blue,other,color,color,other
22240,indoor,indoor,other,other,other,other
108191,yes,no,yes/no,yes/no,yes/no,yes/no
33852,yes,yes,yes/no,yes/no,yes/no,yes/no
47554,orange,orange,other,color,color,other
69808,standing,standing,other,action,action,other
39768,standing,sitting,other,action,action,other
41975,brown,brown,other,color,color,other
58147,pink,pink,other,color,color,other
15886,2,2,number,number,number,number
51577,red,black,other,color,color,other
67318,window,wall,other,object,object,other
90830,microphone,microphone,other,object,object,other
10366,2,2,number,number,number,number
72809,wall,fence,other,object,object,other
63391,pink,pink,other,color,color,other
49054,brown,brown,other,color,color,other
87563,wood,wooden,other,color,color,other
36180,yes,yes,yes/no,yes/no,yes/no,yes/no
97374,outside,balcony,other,object,location,other
63321,green,green,other,color,color,other
16665,3,2,number,number,number,number
62017,pink,red,other,color,color,other
131398,no,no,yes/no,yes/no,yes/no,yes/no
72146,wall,light,other,object,object,other
71117,door,window,other,object,object,other
40386,grass,grass,other,object,object,other
36112,yes,yes,yes/no,yes/no,yes/no,yes/no
76378,blue,blue,other,color,color,other
47735,blue,blue,other,color,color,other
85018,red,red,other,color,color,other
62623,blue,red,other,color,color,other
93603,wood,metal,other,object,color,other
114083,yes,no,yes/no,yes/no,yes/no,yes/no
68853,wall,wall,other,object,object,other
94392,standing,standing,other,action,action,other
79336,picture,picture,other,object,object,other
93893,sitting,sitting,other,action,action,other
25324,yes,yes,yes/no,yes/no,yes/no,yes/no
20591,yes,yes,yes/no,yes/no,yes/no,yes/no
38973,bag,bottle,other,object,object,other
37748,standing,standing,other,action,action,other
76927,cupboard,computer,other,object,object,other
78334,lamp,laptop,other,object,object,other
10608,2,2,number,number,number,number
72824,building,building,other,object,object,other
57704,blue,blue,other,color,color,other
41481,blue,green,other,color,color,other
85638,blue,purple,other,color,color,other
45711,black,green,other,color,color,other
63666,purple,purple,other,color,color,other
66779,saxophone,saxophone,other,object,object,other
57641,blue,white,other,color,color,other
35462,yes,yes,yes/no,yes/no,yes/no,yes/no
86494,pink,purple,other,color,color,other
41545,white,white,other,color,color,other
826,yes,yes,yes/no,yes/no,yes/no,yes/no
61967,pink,pink,other,color,color,other
16482,2,2,number,number,number,number
10549,2,2,number,number,number,number
59803,pink,pink,other,color,color,other
36744,standing,standing,other,action,action,other
96602,standing,standing,other,action,action,other
97716,livingroom,bedroom,other,object,location,other
66957,building,tree,other,object,object,other
49936,green,red,other,color,color,other
68170,wall,window,other,object,object,other
63369,pink,purple,other,color,color,other
37256,standing,sitting,other,action,action,other
48227,purple,red,other,color,color,other
17821,2,2,number,number,number,number
30818,yes,yes,yes/no,yes/no,yes/no,yes/no
98250,sitting,house,other,location,action,other
89991,standing,standing,other,action,action,other
95937,book,bag,other,object,object,other
89601,standing,standing,other,action,action,other
35586,yes,yes,yes/no,yes/no,yes/no,yes/no
56711,black,red,other,color,color,other
44660,white,blue,other,color,color,other
16307,2,2,number,number,number,number
100436,window,wall,other,object,object,other
86381,brown,brown,other,color,color,other
96414,book,book,other,object,object,other
41715,white,white,other,color,color,other
15509,2,2,number,number,number,number
44291,purple,purple,other,color,color,other
102118,floor,left,other,location,object,other
62976,pink,pink,other,color,color,other
68298,tree,tree,other,object,object,other
13400,2,2,number,number,number,number
40017,stick,basket,other,object,object,other
63731,purple,blue,other,color,color,other
17323,2,2,number,number,number,number
61965,pink,red,other,color,color,other
39040,cup,toy,other,object,object,other
60887,blue,blue,other,color,color,other
62627,purple,red,other,color,color,other
30021,yes,yes,yes/no,yes/no,yes/no,yes/no
101291,ceiling,ceiling,other,object,object,other
92062,chair,bed,other,object,object,other
15961,1,1,number,number,number,number
69974,black,brown,other,color,color,other
8308,2,2,number,number,number,number
38503,standing,standing,other,action,action,other
83764,wood,wood,other,color,color,other
77647,sign,sign,other,object,object,other
11592,1,1,number,number,number,number
2098,yes,yes,yes/no,yes/no,yes/no,yes/no
51948,gray,brown,other,color,color,other
11124,1,2,number,number,number,number
184,yes,yes,yes/no,yes/no,yes/no,yes/no
24669,left,right,other,color,location,other
79795,picture,mirror,other,object,object,other
81148,sky,mountain,other,object,object,other
95513,sitting,standing,other,action,action,other
1189,standing,standing,other,action,action,other
17087,2,1,number,number,number,number
80982,tree,cloud,other,object,object,other
55309,white,pink,other,color,color,other
48745,blue,blue,other,color,color,other
46098,red,brick,other,color,color,other
17756,2,2,number,number,number,number
83385,brown,brown,other,color,color,other
38344,standing,standing,other,action,action,other
51439,white,gray,other,color,color,other
82565,white,pink,other,color,color,other
165645,yes,no,yes/no,yes/no,yes/no,yes/no
70144,building,building,other,object,object,other
80880,light,light,other,object,object,other
78058,bottle,food,other,object,object,other
11246,3,2,number,number,number,number
88904,standing,sitting,other,action,action,other
30282,yes,yes,yes/no,yes/no,yes/no,yes/no
88029,sitting,sitting,other,action,action,other
99931,green,person,other,human,color,other
12831,2,3,number,number,number,number
71738,building,sky,other,object,object,other
87994,standing,standing,other,action,action,other
17631,group,4,number,number,other,other
102078,floor,table,other,object,object,other
12399,1,1,number,number,number,number
17710,2,2,number,number,number,number
62241,pink,purple,other,color,color,other
7579,1,2,number,number,number,number
79961,picture,picture,other,object,object,other
37634,sitting,sitting,other,action,action,other
43472,blue,red,other,color,color,other
71303,wall,wall,other,object,object,other
36243,yes,yes,yes/no,yes/no,yes/no,yes/no
395,yes,yes,yes/no,yes/no,yes/no,yes/no
85599,brown,purple,other,color,color,other
84487,white,white,other,color,color,other
63892,pink,green,other,color,color,other
61338,black,black,other,color,color,other
79011,clock,sign,other,object,object,other
47729,blue,blue,other,color,color,other
13019,2,2,number,number,number,number
86404,green,green,other,color,color,other
10846,2,2,number,number,number,number
37701,standing,standing,other,action,action,other
91678,phone,phone,other,object,object,other
39912,cup,phone,other,object,object,other
100548,livingroom,livingroom,other,location,location,other
21445,no,yes,yes/no,yes/no,yes/no,yes/no
41274,purple,blue,other,color,color,other
43545,blue,white,other,color,color,other
27311,yes,yes,yes/no,yes/no,yes/no,yes/no
103565,woman,man,other,human,human,other
37312,standing,sitting,other,action,action,other
10720,2,2,number,number,number,number
61009,blue,purple,other,color,color,other
17773,2,3,number,number,number,number
78745,plate,cup,other,object,object,other
24585,yes,yes,yes/no,yes/no,yes/no,yes/no
38567,standing,standing,other,action,action,other
35386,yes,yes,yes/no,yes/no,yes/no,yes/no
11,no,no,yes/no,yes/no,yes/no,yes/no
15312,2,2,number,number,number,number
37895,standing,sitting,other,action,action,other
97071,standing,standing,other,action,action,other
78969,picture,picture,other,object,object,other
57923,blue,blue,other,color,color,other
13140,2,2,number,number,number,number
37057,standing,standing,other,action,action,other
13184,2,1,number,number,number,number
11505,2,1,number,number,number,number
10262,2,2,number,number,number,number
148175,yes,no,yes/no,yes/no,yes/no,yes/no
55395,white,white,other,color,color,other
94619,standing,standing,other,action,action,other
66849,tree,purple,other,color,object,other
86873,purple,purple,other,color,color,other
50729,brown,brown,other,color,color,other
97969,rectangle,rectangle,other,object,object,other
73983,bed,tv,other,object,object,other
98500,cloudy,cloudy,other,other,other,other
61921,red,green,other,color,color,other
78045,bottle,plate,other,object,object,other
17462,group,4,number,number,other,other
62199,green,green,other,color,color,other
54815,white,white,other,color,color,other
76168,cabinet,fence,other,object,object,other
29416,yes,yes,yes/no,yes/no,yes/no,yes/no
68833,door,building,other,object,object,other
12247,2,3,number,number,number,number
92193,door,window,other,object,object,other
27728,yes,yes,yes/no,yes/no,yes/no,yes/no
7715,1,2,number,number,number,number
57226,white,white,other,color,color,other
40009,phone,tablet,other,object,object,other
61002,blue,blue,other,color,color,other
97369,white,white,other,color,color,other
89080,standing,sitting,other,action,action,other
43270,white,white,other,color,color,other
89120,standing,sitting,other,action,action,other
2822,yes,yes,yes/no,yes/no,yes/no,yes/no
50650,green,green,other,color,color,other
63199,pink,pink,other,color,color,other
1100,outside,outside,other,location,location,other
69432,light,light,other,object,object,other
37811,standing,standing,other,action,action,other
70528,chair,staircase,other,object,object,other
58633,white,red,other,color,color,other
52276,black,black,other,color,color,other
68466,wall,wall,other,object,object,other
73292,tree,house,other,location,object,other
55919,green,blue,other,color,color,other
53436,white,black,other,color,color,other
74920,window,cat,other,object,object,other
38458,standing,sitting,other,action,action,other
71695,door,window,other,object,object,other
95193,phone,poster,other,object,object,other
68365,wall,window,other,object,object,other
68869,wall,window,other,object,object,other
82858,brown,green,other,color,color,other
54241,white,white,other,color,color,other
34636,yes,yes,yes/no,yes/no,yes/no,yes/no
10243,2,2,number,number,number,number
8054,1,2,number,number,number,number
83547,brown,brown,other,color,color,other
100292,wood,wood,other,color,color,other
43771,blue,purple,other,color,color,other
80197,blackboard,blackboard,other,object,object,other
87575,wood,wood,other,color,color,other
54346,white,blue,other,color,color,other
49705,green,white,other,color,color,other
65655,blue,white,other,color,color,other
54978,white,blue,other,color,color,other
96033,laptop,laptop,other,object,object,other
90001,sitting,sitting,other,action,action,other
12248,2,2,number,number,number,number
12165,2,2,number,number,number,number
35058,yes,yes,yes/no,yes/no,yes/no,yes/no
41059,red,blue,other,color,color,other
15799,2,2,number,number,number,number
61310,blue,brown,other,color,color,other
51229,purple,purple,other,color,color,other
28009,yes,yes,yes/no,yes/no,yes/no,yes/no
2540,yes,yes,yes/no,yes/no,yes/no,yes/no
15516,3,3,number,number,number,number
61525,blue,gray,other,color,color,other
86321,pink,blue,other,color,color,other
72891,building,cloud,other,object,object,other
92989,suit,apron,other,object,object,other
66499,pink,red,other,color,color,other
29248,yes,yes,yes/no,yes/no,yes/no,yes/no
17798,2,2,number,number,number,number
27848,yes,yes,yes/no,yes/no,yes/no,yes/no
94688,standing,standing,other,action,action,other
94203,standing,sitting,other,action,action,other
71369,building,sky,other,object,object,other
140679,yes,no,yes/no,yes/no,yes/no,yes/no
103344,woman,man,other,human,human,other
4564,yes,yes,yes/no,yes/no,yes/no,yes/no
83773,pink,pink,other,color,color,other
72389,tree,tree,other,object,object,other
10270,2,2,number,number,number,number
12011,2,2,number,number,number,number
93889,standing,sitting,other,action,action,other
77150,people,car,other,object,human,other
103015,front,behind,other,other,other,other
61387,blue,blue,other,color,color,other
66732,christmas,christmas,other,other,other,other
72471,building,tree,other,object,object,other
69842,paper,ball,other,object,object,other
71533,tree,tree,other,object,object,other
79829,picture,picture,other,object,object,other
92915,suit,suit,other,object,object,other
41420,red,blue,other,color,color,other
55353,white,purple,other,color,color,other
1632,standing,sitting,other,action,action,other
33141,yes,yes,yes/no,yes/no,yes/no,yes/no
718,sitting,standing,other,action,action,other
77112,car,road,other,object,object,other
68760,door,wall,other,object,object,other
857,no,no,yes/no,yes/no,yes/no,yes/no
67673,picture,podium,other,object,object,other
192,yes,yes,yes/no,yes/no,yes/no,yes/no
87583,metal,metal,other,object,object,other
63885,blue,pink,other,color,color,other
65706,purple,blue,other,color,color,other
77300,book,book,other,object,object,other
29087,yes,yes,yes/no,yes/no,yes/no,yes/no
75868,snow,tree,other,object,other,other
44511,blue,blue,other,color,color,other
49985,green,white,other,color,color,other
61884,black,black,other,color,color,other
85761,white,green,other,color,color,other
79022,picture,picture,other,object,object,other
79597,mirror,blackboard,other,object,object,other
71954,wall,livingroom,other,location,object,other
11466,1,2,number,number,number,number
76065,grass,grass,other,object,object,other
66356,purple,blue,other,color,color,other
1206,sitting,sitting,other,action,action,other
100228,metal,metal,other,object,object,other
89214,standing,standing,other,action,action,other
89473,sitting,standing,other,action,action,other
19372,2,1,number,number,number,number
74243,bed,bed,other,object,object,other
100128,suit,white,other,color,object,other
6722,yes,yes,yes/no,yes/no,yes/no,yes/no
45785,blue,blue,other,color,color,other
93608,wood,wood,other,color,color,other
38876,cup,balloons,other,object,object,other
42323,green,green,other,color,color,other
65738,green,black,other,color,color,other
103559,man,man,other,human,human,other
312,white,black,other,color,color,other
