question_id,prediction,target,answer_type,small_answer_type_target,small_answer_type_prediction,answer_type_prediction
79159,picture,picture,other,object,object,other
79168,picture,picture,other,object,object,other
79197,picture,window,other,object,object,other
79224,picture,picture,other,object,object,other
79248,picture,shelves,other,object,object,other
79264,picture,frame,other,object,object,other
79310,board,cabinet,other,object,object,other
79325,picture,mirror,other,object,object,other
79336,picture,picture,other,object,object,other
79347,poster,picture,other,object,object,other
79369,picture,window,other,object,object,other
79378,picture,television,other,other,object,other
79391,picture,picture,other,object,object,other
79425,picture,painting,other,action,object,other
79472,curtain,poster,other,object,object,other
79490,picture,poster,other,object,object,other
79502,picture,poster,other,object,object,other
79507,picture,red,other,color,object,other
79511,picture,poster,other,object,object,other
79530,picture,picture,other,object,object,other
79544,picture,board,other,object,object,other
79569,picture,painting,other,action,object,other
79607,picture,blackboard,other,object,object,other
79639,picture,bookshelf,other,object,object,other
79663,picture,picture,other,object,object,other
79678,picture,tv,other,object,object,other
79697,picture,picture,other,object,object,other
79725,picture,board,other,object,object,other
79735,picture,picture,other,object,object,other
79770,picture,picture,other,object,object,other
79775,picture,picture,other,object,object,other
79795,picture,mirror,other,object,object,other
79807,picture,mirror,other,object,object,other
79836,picture,mirror,other,object,object,other
79845,picture,shelves,other,object,object,other
79853,picture,board,other,object,object,other
79878,picture,board,other,object,object,other
79892,picture,mirror,other,object,object,other
79947,picture,poster,other,object,object,other
79959,picture,painting,other,action,object,other
79980,picture,picture,other,object,object,other
80009,picture,picture,other,object,object,other
80037,poster,poster,other,object,object,other
80052,picture,picture,other,object,object,other
80075,picture,picture,other,object,object,other
80093,picture,board,other,object,object,other
80110,picture,clock,other,object,object,other
80129,picture,painting,other,action,object,other
80142,picture,picture,other,object,object,other
80150,picture,picture,other,object,object,other
80157,picture,picture,other,object,object,other
80197,picture,blackboard,other,object,object,other
80237,picture,cabinet,other,object,object,other
80247,picture,clock,other,object,object,other
80261,picture,picture,other,object,object,other
80266,cupboard,cabinet,other,object,object,other
80289,picture,picture,other,object,object,other
80327,picture,picture,other,object,object,other
80338,picture,painting,other,action,object,other
80361,picture,shelves,other,object,object,other
80382,picture,picture,other,object,object,other
80403,picture,mirror,other,object,object,other
80419,picture,mirror,other,object,object,other
80423,picture,picture,other,object,object,other
80440,picture,picture,other,object,object,other
80482,picture,picture,other,object,object,other
80509,picture,picture,other,object,object,other
80556,picture,picture,other,object,object,other
80580,picture,painting,other,action,object,other
80594,picture,picture,other,object,object,other
80608,sign,writing,other,action,object,other
80645,curtain,curtain,other,object,object,other
80669,curtain,light,other,object,object,other
80710,computer,computer,other,object,object,other
80727,pillow,pillow,other,object,object,other
80734,pillow,pillow,other,object,object,other
80748,sign,sign,other,object,object,other
80762,toy,bottle,other,object,object,other
80823,food,food,other,object,object,other
80851,glasses,cake,other,object,object,other
80861,glasses,laptop,other,object,object,other
80875,plant,sign,other,object,object,other
80881,cupboard,blackboard,other,object,object,other
80892,gun,suitcase,other,object,object,other
80917,tree,tree,other,object,object,other
80933,sky,sky,other,object,object,other
80944,tree,building,other,object,object,other
80971,tree,tree,other,object,object,other
80982,tree,cloud,other,object,object,other
81039,car,car,other,object,object,other
81054,car,car,other,object,object,other
81089,bag,bowl,other,object,object,other
81145,window,toy,other,object,object,other
81148,building,mountain,other,object,object,other
81181,sunglasses,sunglasses,other,object,object,other
81188,standing,standing,other,action,action,other
81208,sitting,sitting,other,action,action,other
81219,wood,wood,other,color,color,other
81254,blue,blue,other,color,color,other
81268,wall,wall,other,object,object,other
81301,wall,wall,other,object,object,other
81311,wall,staircase,other,object,object,other
81328,wall,curtain,other,object,object,other
81335,wall,building,other,object,object,other
81349,wall,tree,other,object,object,other
81358,wall,wall,other,object,object,other
81383,wall,tree,other,object,object,other
81386,wall,wall,other,object,object,other
81417,wood,wood,other,color,color,other
81439,wood,wood,other,color,color,other
81470,food,book,other,object,object,other
81480,white,water,other,object,color,other
81491,standing,standing,other,action,action,other
81525,standing,standing,other,action,action,other
81535,standing,standing,other,action,action,other
81538,standing,standing,other,action,action,other
81551,sitting,sitting,other,action,action,other
81581,stick,stick,other,object,object,other
81609,book,bird,other,object,object,other
81646,sky,man,other,human,object,other
81673,floor,floor,other,object,object,other
81706,shorts,shorts,other,object,object,other
81727,brown,brown,other,color,color,other
81741,brick,brick,other,color,color,other
81761,brick,brick,other,color,color,other
81768,wood,wood,other,color,color,other
81785,brick,brick,other,color,color,other
81793,brick,wood,other,color,color,other
81802,wood,wood,other,color,color,other
81819,brick,wood,other,color,color,other
81825,standing,parked,other,action,action,other
81838,metal,metal,other,object,object,other
81848,parked,parked,other,action,action,other
81874,wood,wood,other,color,color,other
81906,wood,metal,other,object,color,other
81928,standing,standing,other,action,action,other
81938,standing,standing,other,action,action,other
81951,standing,standing,other,action,action,other
81960,standing,standing,other,action,action,other
81963,standing,standing,other,action,action,other
81972,standing,standing,other,action,action,other
82004,book,board,other,object,object,other
82016,sky,sky,other,object,object,other
82036,stairs,room,other,object,object,other
82044,necklace,tie,other,object,object,other
82075,red,black,other,color,color,other
82088,sitting,laying,other,action,action,other
82121,backpack,backpack,other,object,object,other
82132,floor,rug,other,object,object,other
82141,eyeglasses,sunglasses,other,object,object,other
82161,wood,dirt,other,object,color,other
82197,gray,black,other,color,color,other
82213,green,blue,other,color,color,other
82215,red,red,other,color,color,other
82228,white,silver,other,color,color,other
82247,green,green,other,color,color,other
82270,blue,black,other,color,color,other
82288,purple,colorful,other,color,color,other
82302,white,black,other,color,color,other
82314,red,pink,other,color,color,other
82320,metal,silver,other,color,object,other
82324,purple,brown,other,color,color,other
82335,purple,blue,other,color,color,other
82379,white,purple,other,color,color,other
82397,red,white,other,color,color,other
82439,brown,white,other,color,color,other
82453,blue,blue,other,color,color,other
82498,red,green,other,color,color,other
82520,blue,red,other,color,color,other
82563,brown,pink,other,color,color,other
82578,red,red,other,color,color,other
82587,white,brown,other,color,color,other
82598,brown,green,other,color,color,other
82628,brown,brown,other,color,color,other
82653,blue,red,other,color,color,other
82662,blue,pink,other,color,color,other
82676,purple,green,other,color,color,other
82700,blue,red,other,color,color,other
82717,red,white,other,color,color,other
82737,red,red,other,color,color,other
82741,red,purple,other,color,color,other
82759,red,pink,other,color,color,other
82764,black,white,other,color,color,other
82780,white,white,other,color,color,other
82796,red,blue,other,color,color,other
82827,blue,red,other,color,color,other
82835,blue,blue,other,color,color,other
82853,brown,red,other,color,color,other
82863,brown,purple,other,color,color,other
82887,red,red,other,color,color,other
82899,pink,green,other,color,color,other
82922,green,purple,other,color,color,other
82934,brown,brown,other,color,color,other
82959,white,white,other,color,color,other
82968,white,white,other,color,color,other
82977,white,white,other,color,color,other
82988,white,white,other,color,color,other
83005,white,white,other,color,color,other
83018,white,white,other,color,color,other
83029,white,white,other,color,color,other
83039,white,white,other,color,color,other
83063,black,gray,other,color,color,other
83080,red,purple,other,color,color,other
83103,red,green,other,color,color,other
83130,brown,brown,other,color,color,other
83142,wood,wooden,other,color,color,other
83153,white,white,other,color,color,other
83157,red,red,other,color,color,other
83167,blue,green,other,color,color,other
83176,red,red,other,color,color,other
83179,red,white,other,color,color,other
83189,red,red,other,color,color,other
83194,blue,green,other,color,color,other
83247,red,black,other,color,color,other
83259,white,brown,other,color,color,other
83283,brown,brown,other,color,color,other
83301,brown,brown,other,color,color,other
83308,brown,brown,other,color,color,other
83324,blue,brown,other,color,color,other
83334,brown,brown,other,color,color,other
83356,blue,red,other,color,color,other
83373,brown,brown,other,color,color,other
83385,brown,brown,other,color,color,other
83438,brown,purple,other,color,color,other
83460,metal,metal,other,object,object,other
83490,white,white,other,color,color,other
83509,wooden,wood,other,color,color,other
83544,black,blue,other,color,color,other
83547,brown,brown,other,color,color,other
83584,brown,brown,other,color,color,other
83636,brown,brown,other,color,color,other
83642,red,black,other,color,color,other
83650,metal,green,other,color,object,other
83660,green,green,other,color,color,other
83668,green,green,other,color,color,other
83675,red,red,other,color,color,other
83687,blue,black,other,color,color,other
83698,red,pink,other,color,color,other
83714,red,purple,other,color,color,other
83748,purple,purple,other,color,color,other
83760,pink,pink,other,color,color,other
83763,pink,pink,other,color,color,other
83765,green,green,other,color,color,other
83787,blue,green,other,color,color,other
83799,blue,brown,other,color,color,other
83809,brown,green,other,color,color,other
83847,red,green,other,color,color,other
83855,black,wood,other,color,color,other
83867,black,black,other,color,color,other
83902,blue,purple,other,color,color,other
83917,brown,green,other,color,color,other
83941,green,blue,other,color,color,other
83959,red,white,other,color,color,other
84004,red,open,other,action,color,other
84033,black,brown,other,color,color,other
84084,black,black,other,color,color,other
84132,brown,gray,other,color,color,other
84147,brown,red,other,color,color,other
84161,black,black,other,color,color,other
84173,blue,red,other,color,color,other
84191,green,pink,other,color,color,other
84197,brown,brown,other,color,color,other
84212,brown,black,other,color,color,other
84230,brown,red,other,color,color,other
84240,green,blue,other,color,color,other
84287,blue,blue,other,color,color,other
84313,blue,blue,other,color,color,other
84322,blue,blue,other,color,color,other
84331,blue,blue,other,color,color,other
84355,blue,black,other,color,color,other
84384,blue,blue,other,color,color,other
84401,blue,pink,other,color,color,other
84408,red,black,other,color,color,other
84421,orange,pink,other,color,color,other
84435,white,red,other,color,color,other
84446,blue,blue,other,color,color,other
84475,white,white,other,color,color,other
84487,white,white,other,color,color,other
84502,white,green,other,color,color,other
84530,white,white,other,color,color,other
84532,white,white,other,color,color,other
84542,white,white,other,color,color,other
84548,white,gray,other,color,color,other
84551,white,white,other,color,color,other
84565,white,white,other,color,color,other
84595,blue,white,other,color,color,other
84603,white,white,other,color,color,other
84621,red,blue,other,color,color,other
84626,blue,pink,other,color,color,other
84635,white,blue,other,color,color,other
84667,blue,red,other,color,color,other
84689,white,blue,other,color,color,other
84706,white,blue,other,color,color,other
84745,green,gray,other,color,color,other
84760,green,green,other,color,color,other
84787,blue,blue,other,color,color,other
84797,blue,green,other,color,color,other
84800,blue,blue,other,color,color,other
84806,black,black,other,color,color,other
84832,white,blue,other,color,color,other
84835,blue,grey,other,color,color,other
84855,red,black,other,color,color,other
84914,blue,white,other,color,color,other
84941,brown,pink,other,color,color,other
84975,brown,red,other,color,color,other
85018,red,red,other,color,color,other
85060,blue,blue,other,color,color,other
85083,white,white,other,color,color,other
85099,pink,pink,other,color,color,other
85104,white,black,other,color,color,other
85115,black,red,other,color,color,other
85141,red,black,other,color,color,other
85176,brown,brown,other,color,color,other
85191,brown,red,other,color,color,other
85212,blue,black,other,color,color,other
85233,blue,blue,other,color,color,other
85238,blue,blue,other,color,color,other
85268,blue,pink,other,color,color,other
85274,white,white,other,color,color,other
85279,red,red,other,color,color,other
85292,red,red,other,color,color,other
85296,white,pink,other,color,color,other
85303,white,green,other,color,color,other
85307,red,green,other,color,color,other
85322,white,white,other,color,color,other
85334,white,white,other,color,color,other
85355,purple,white,other,color,color,other
85362,white,white,other,color,color,other
85379,blue,white,other,color,color,other
85389,red,purple,other,color,color,other
85410,pink,pink,other,color,color,other
85455,black,black,other,color,color,other
85465,pink,green,other,color,color,other
85479,brown,brown,other,color,color,other
85495,green,green,other,color,color,other
85517,pink,pink,other,color,color,other
85522,brown,purple,other,color,color,other
85549,brown,brown,other,color,color,other
85570,purple,purple,other,color,color,other
85584,brown,purple,other,color,color,other
85587,pink,purple,other,color,color,other
85599,brown,purple,other,color,color,other
85622,brown,dark,other,color,color,other
85638,blue,purple,other,color,color,other
85644,brown,purple,other,color,color,other
85657,brown,purple,other,color,color,other
85674,purple,purple,other,color,color,other
85679,blue,blue,other,color,color,other
85695,purple,green,other,color,color,other
85737,blue,blue,other,color,color,other
85758,white,white,other,color,color,other
85765,white,red,other,color,color,other
85774,white,green,other,color,color,other
85782,white,white,other,color,color,other
85788,brown,blue,other,color,color,other
85804,blue,pink,other,color,color,other
85836,blue,blue,other,color,color,other
85844,blue,blue,other,color,color,other
85872,blue,blue,other,color,color,other
85884,blue,blue,other,color,color,other
85895,blue,blue,other,color,color,other
85898,blue,blue,other,color,color,other
85910,blue,blue,other,color,color,other
85916,blue,blue,other,color,color,other
85923,blue,blue,other,color,color,other
85951,blue,blue,other,color,color,other
85964,blue,blue,other,color,color,other
85983,blue,blue,other,color,color,other
86023,blue,blue,other,color,color,other
86030,blue,blue,other,color,color,other
86047,blue,blue,other,color,color,other
86081,blue,blue,other,color,color,other
86107,blue,blue,other,color,color,other
86133,red,blue,other,color,color,other
86143,black,red,other,color,color,other
86158,green,green,other,color,color,other
86175,blue,green,other,color,color,other
86200,white,white,other,color,color,other
86223,brown,red,other,color,color,other
86229,blue,blue,other,color,color,other
86249,blue,red,other,color,color,other
86256,blue,white,other,color,color,other
86266,red,brown,other,color,color,other
86280,blue,red,other,color,color,other
86292,purple,purple,other,color,color,other
86309,pink,green,other,color,color,other
86323,red,red,other,color,color,other
86344,green,green,other,color,color,other
86359,blue,blue,other,color,color,other
86364,blue,red,other,color,color,other
86370,blue,blue,other,color,color,other
86384,green,green,other,color,color,other
86406,green,green,other,color,color,other
86428,white,white,other,color,color,other
86436,red,brown,other,color,color,other
86446,blue,green,other,color,color,other
86453,colorful,purple,other,color,color,other
86459,purple,pink,other,color,color,other
86463,blue,pink,other,color,color,other
86484,blue,purple,other,color,color,other
86494,red,purple,other,color,color,other
86523,blue,brown,other,color,color,other
86531,brown,brown,other,color,color,other
86542,green,red,other,color,color,other
86581,brown,green,other,color,color,other
86584,brown,blue,other,color,color,other
86601,pink,red,other,color,color,other
86616,blue,purple,other,color,color,other
86625,pink,pink,other,color,color,other
86641,pink,purple,other,color,color,other
86644,green,blue,other,color,color,other
86661,blue,blue,other,color,color,other
86673,pink,blue,other,color,color,other
86698,pink,pink,other,color,color,other
86725,pink,pink,other,color,color,other
86728,green,green,other,color,color,other
86737,blue,white,other,color,color,other
86761,brown,brick,other,color,color,other
86766,blue,green,other,color,color,other
86798,pink,pink,other,color,color,other
86814,pink,purple,other,color,color,other
86837,brown,wood,other,color,color,other
86860,blue,blue,other,color,color,other
86873,purple,purple,other,color,color,other
86887,standing,colorful,other,color,action,other
86905,green,green,other,color,color,other
86918,black,red,other,color,color,other
86922,green,brown,other,color,color,other
86936,green,green,other,color,color,other
86955,purple,purple,other,color,color,other
86964,brown,brown,other,color,color,other
86976,brown,black,other,color,color,other
86981,purple,blue,other,color,color,other
87000,purple,purple,other,color,color,other
87003,purple,brown,other,color,color,other
87036,black,blue,other,color,color,other
87064,blue,blue,other,color,color,other
87089,purple,blue,other,color,color,other
87099,purple,blue,other,color,color,other
87116,pink,red,other,color,color,other
87142,white,green,other,color,color,other
87155,white,green,other,color,color,other
87203,brown,brown,other,color,color,other
87223,brown,blue,other,color,color,other
87250,wood,wood,other,color,color,other
87257,wood,wood,other,color,color,other
87263,standing,sitting,other,action,action,other
87276,standing,standing,other,action,action,other
87279,standing,standing,other,action,action,other
87285,standing,standing,other,action,action,other
87292,standing,standing,other,action,action,other
87304,wood,wood,other,color,color,other
87312,wood,wood,other,color,color,other
87332,standing,sitting,other,action,action,other
87349,doctor,doctor,other,other,other,other
87357,sitting,sitting,other,action,action,other
87388,sitting,standing,other,action,action,other
87400,standing,sitting,other,action,action,other
87441,green,green,other,color,color,other
87454,wood,wood,other,color,color,other
87497,standing,sitting,other,action,action,other
87505,standing,standing,other,action,action,other
87531,guitar,5,number,number,object,other
87552,metal,metal,other,object,object,other
87557,metal,metal,other,object,object,other
87563,wood,wooden,other,color,color,other
87575,wood,wood,other,color,color,other
87586,metal,metal,other,object,object,other
87602,building,metal,other,object,object,other
87608,wood,wood,other,color,color,other
87618,tiles,tiles,other,object,object,other
87629,wood,tiles,other,object,color,other
87657,wood,wood,other,color,color,other
87691,man,man,other,human,human,other
87714,standing,laying,other,action,action,other
87724,standing,standing,other,action,action,other
87741,standing,sitting,other,action,action,other
87747,standing,standing,other,action,action,other
87862,brown,brown,other,color,color,other
87886,dirt,dirt,other,object,object,other
87916,standing,standing,other,action,action,other
87918,standing,sitting,other,action,action,other
87923,standing,standing,other,action,action,other
87929,standing,standing,other,action,action,other
87940,standing,standing,other,action,action,other
87948,standing,sitting,other,action,action,other
87960,standing,sitting,other,action,action,other
87965,standing,standing,other,action,action,other
87983,standing,standing,other,action,action,other
88003,sitting,sitting,other,action,action,other
88019,standing,standing,other,action,action,other
88029,sitting,sitting,other,action,action,other
88041,standing,standing,other,action,action,other
88053,standing,standing,other,action,action,other
88061,standing,standing,other,action,action,other
88069,standing,sitting,other,action,action,other
88079,standing,standing,other,action,action,other
88082,standing,eating,other,action,action,other
88097,standing,standing,other,action,action,other
88104,standing,standing,other,action,action,other
88114,standing,standing,other,action,action,other
88127,standing,standing,other,action,action,other
88130,standing,standing,other,action,action,other
88134,standing,standing,other,action,action,other
88150,standing,standing,other,action,action,other
88158,standing,standing,other,action,action,other
88167,standing,standing,other,action,action,other
88177,standing,standing,other,action,action,other
88192,camera,book,other,object,object,other
88202,standing,standing,other,action,action,other
88244,black,brown,other,color,color,other
88251,standing,standing,other,action,action,other
88287,man,bed,other,object,human,other
88314,background,table,other,object,other,other
88327,standing,standing,other,action,action,other
88355,standing,standing,other,action,action,other
88392,wood,wood,other,color,color,other
88432,standing,standing,other,action,action,other
88436,standing,standing,other,action,action,other
88479,standing,standing,other,action,action,other
88483,walking,standing,other,action,action,other
88511,open,open,other,action,action,other
88518,holding,holding,other,action,action,other
88536,holding,holding,other,action,action,other
88564,standing,standing,other,action,action,other
88584,standing,standing,other,action,action,other
88594,standing,standing,other,action,action,other
88615,standing,standing,other,action,action,other
88632,standing,standing,other,action,action,other
88638,sitting,sitting,other,action,action,other
88654,standing,standing,other,action,action,other
88656,standing,sitting,other,action,action,other
88658,standing,sitting,other,action,action,other
88665,standing,standing,other,action,action,other
88667,standing,standing,other,action,action,other
88693,standing,standing,other,action,action,other
88725,standing,standing,other,action,action,other
88735,standing,standing,other,action,action,other
88744,sitting,sitting,other,action,action,other
88762,sitting,sitting,other,action,action,other
88775,standing,standing,other,action,action,other
88788,standing,standing,other,action,action,other
88806,standing,standing,other,action,action,other
88845,standing,sitting,other,action,action,other
88849,standing,standing,other,action,action,other
88871,standing,standing,other,action,action,other
88887,standing,standing,other,action,action,other
88898,standing,standing,other,action,action,other
88904,standing,sitting,other,action,action,other
88910,standing,standing,other,action,action,other
88912,standing,standing,other,action,action,other
88937,standing,standing,other,action,action,other
88955,standing,standing,other,action,action,other
88973,standing,walking,other,action,action,other
88977,standing,sitting,other,action,action,other
88983,standing,standing,other,action,action,other
89005,standing,standing,other,action,action,other
89035,standing,standing,other,action,action,other
89046,standing,standing,other,action,action,other
89063,standing,standing,other,action,action,other
89069,standing,standing,other,action,action,other
89083,standing,standing,other,action,action,other
89109,standing,sitting,other,action,action,other
89117,standing,walking,other,action,action,other
89121,standing,standing,other,action,action,other
89138,standing,sitting,other,action,action,other
89169,standing,standing,other,action,action,other
89178,standing,standing,other,action,action,other
89205,standing,standing,other,action,action,other
89227,standing,standing,other,action,action,other
89235,standing,standing,other,action,action,other
89238,standing,standing,other,action,action,other
89257,standing,standing,other,action,action,other
89267,sitting,reading,other,action,action,other
89284,standing,standing,other,action,action,other
89297,standing,sitting,other,action,action,other
89305,standing,standing,other,action,action,other
89342,standing,sitting,other,action,action,other
89367,standing,standing,other,action,action,other
89371,standing,standing,other,action,action,other
89395,standing,sitting,other,action,action,other
89405,standing,standing,other,action,action,other
89418,standing,standing,other,action,action,other
89439,standing,driving,other,action,action,other
89450,standing,sitting,other,action,action,other
89468,standing,sitting,other,action,action,other
89475,standing,standing,other,action,action,other
89491,standing,standing,other,action,action,other
89499,standing,sitting,other,action,action,other
89515,standing,standing,other,action,action,other
89537,standing,standing,other,action,action,other
89545,standing,standing,other,action,action,other
89549,standing,standing,other,action,action,other
89554,standing,standing,other,action,action,other
89563,standing,standing,other,action,action,other
89601,standing,standing,other,action,action,other
89625,standing,standing,other,action,action,other
89665,standing,standing,other,action,action,other
89679,standing,standing,other,action,action,other
89696,standing,sitting,other,action,action,other
89713,standing,standing,other,action,action,other
89738,standing,standing,other,action,action,other
89754,standing,sitting,other,action,action,other
89766,standing,standing,other,action,action,other
89777,standing,standing,other,action,action,other
89815,standing,sitting,other,action,action,other
89858,standing,standing,other,action,action,other
89865,standing,standing,other,action,action,other
89876,standing,sitting,other,action,action,other
89894,standing,standing,other,action,action,other
89918,sitting,sitting,other,action,action,other
89927,standing,sitting,other,action,action,other
89938,standing,standing,other,action,action,other
89963,standing,standing,other,action,action,other
89991,standing,standing,other,action,action,other
90001,sitting,sitting,other,action,action,other
90016,standing,holding,other,action,action,other
90064,phone,paper,other,object,object,other
90104,paper,tie,other,object,object,other
90140,stick,paper,other,object,object,other
90193,microphone,microphone,other,object,object,other
90242,stick,stick,other,object,object,other
90395,stick,stick,other,object,object,other
90445,phone,camera,other,object,object,other
90528,microphone,paper,other,object,object,other
90545,phone,toy,other,object,object,other
90572,guitar,box,other,object,object,other
90582,microphone,paper,other,object,object,other
90647,wheel,cake,other,object,object,other
90742,book,tablet,other,object,object,other
90747,microphone,book,other,object,object,other
90774,bag,paper,other,object,object,other
90789,microphone,book,other,object,object,other
90821,microphone,gun,other,object,object,other
90830,microphone,microphone,other,object,object,other
90882,microphone,stethoscope,other,object,object,other
90897,microphone,pen,other,object,object,other
90905,book,paper,other,object,object,other
90959,microphone,microphone,other,object,object,other
90969,bag,box,other,object,object,other
91026,microphone,tablet,other,object,object,other
91035,glass,microphone,other,object,object,other
91064,book,box,other,object,object,other
91103,microphone,saxophone,other,object,object,other
91157,microphone,fork,other,object,object,other
91183,spoon,bottle,other,object,object,other
91243,microphone,microphone,other,object,object,other
91250,spoon,laptop,other,object,object,other
91305,paper,basket,other,object,object,other
91359,stick,camera,other,object,object,other
91415,plate,paper,other,object,object,other
91461,phone,paper,other,object,object,other
91465,microphone,sign,other,object,object,other
91484,phone,remote,other,object,object,other
91520,stick,knife,other,object,object,other
91537,phone,wheel,other,object,object,other
91564,phone,book,other,object,object,other
91663,standing,sitting,other,action,action,other
91668,paper,bottle,other,object,object,other
91682,chair,chair,other,object,object,other
91729,glasses,eyeglasses,other,object,object,other
91737,clothes,eyeglasses,other,object,object,other
91767,phone,mirror,other,object,object,other
91807,sky,microphone,other,object,object,other
91831,standing,sleeping,other,action,action,other
91848,standing,standing,other,action,action,other
91861,book,paper,other,object,object,other
91882,tie,necklace,other,object,object,other
91887,suit,sunglasses,other,object,object,other
91903,paper,microphone,other,object,object,other
91916,glass,baby,other,human,object,other
91979,guitar,saxophone,other,object,object,other
92004,car,water,other,object,object,other
92022,couch,couch,other,object,object,other
92047,chair,chair,other,object,object,other
92068,couch,couch,other,object,object,other
92097,chair,chair,other,object,object,other
92145,building,building,other,object,object,other
92164,building,building,other,object,object,other
92178,building,car,other,object,object,other
92188,cabinet,refrigerator,other,object,object,other
92201,door,wall,other,object,object,other
92245,wall,wall,other,object,object,other
92281,door,wall,other,object,object,other
92306,floor,floor,other,object,object,other
92315,floor,floor,other,object,object,other
92344,ground,rock,other,object,other,other
92367,ground,ground,other,other,other,other
92428,tie,tie,other,object,object,other
92459,blue,brown,other,color,color,other
92537,glasses,glasses,other,object,object,other
92566,glasses,glasses,other,object,object,other
92604,glasses,glasses,other,object,object,other
92686,hat,hat,other,object,object,other
92709,cap,cap,other,object,object,other
92722,hat,hat,other,object,object,other
92772,cap,crown,other,object,object,other
92783,headphone,headphone,other,object,object,other
92806,pants,pants,other,object,object,other
92836,blue,brown,other,color,color,other
92849,jacket,t-shirt,other,object,object,other
92915,suit,suit,other,object,object,other
92939,hat,backpack,other,object,object,other
92957,suit,hat,other,object,object,other
92960,suit,apron,other,object,object,other
92989,suit,apron,other,object,object,other
93013,suit,glasses,other,object,object,other
93050,suit,sunglasses,other,object,object,other
93073,suit,apron,other,object,object,other
93086,suit,suit,other,object,object,other
93111,suit,suit,other,object,object,other
93147,t-shirt,glasses,other,object,object,other
93159,suit,apron,other,object,object,other
93190,standing,standing,other,action,action,other
93206,white,white,other,color,color,other
93258,gray,gray,other,color,color,other
93279,brown,black,other,color,color,other
93282,brown,black,other,color,color,other
93311,brown,black,other,color,color,other
93325,brown,gray,other,color,color,other
93348,black,white,other,color,color,other
93355,brown,pink,other,color,color,other
93362,blue,green,other,color,color,other
93386,standing,standing,other,action,action,other
93406,standing,standing,other,action,action,other
93412,standing,standing,other,action,action,other
93432,white,red,other,color,color,other
93463,black,black,other,color,color,other
93469,blue,pink,other,color,color,other
93495,wooden,wood,other,color,color,other
93513,wood,wood,other,color,color,other
93522,wood,wood,other,color,color,other
93537,wood,wood,other,color,color,other
93541,wood,wood,other,color,color,other
93551,wood,metal,other,object,color,other
93556,wood,wooden,other,color,color,other
93560,wood,wooden,other,color,color,other
93599,wood,wooden,other,color,color,other
93605,wood,wood,other,color,color,other
93612,wood,wood,other,color,color,other
93616,brick,wooden,other,color,color,other
93620,brick,tiles,other,object,color,other
93636,wood,wooden,other,color,color,other
93639,wood,glass,other,object,color,other
93667,wood,metal,other,object,color,other
93702,curtain,banana,other,object,object,other
93713,christmas,christmas,other,other,other,other
93719,red,black,other,color,color,other
93751,standing,standing,other,action,action,other
93754,standing,standing,other,action,action,other
93766,standing,standing,other,action,action,other
93773,standing,standing,other,action,action,other
93784,standing,standing,other,action,action,other
93794,standing,standing,other,action,action,other
93799,standing,standing,other,action,action,other
93817,sitting,standing,other,action,action,other
93829,standing,standing,other,action,action,other
93835,standing,standing,other,action,action,other
93852,sitting,driving,other,action,action,other
93870,standing,standing,other,action,action,other
93872,standing,reading,other,action,action,other
93885,lying,lying,other,action,action,other
93893,sitting,sitting,other,action,action,other
93920,standing,standing,other,action,action,other
93935,sitting,standing,other,action,action,other
93949,holding,holding,other,action,action,other
93972,holding,standing,other,action,action,other
93993,standing,standing,other,action,action,other
94016,standing,sitting,other,action,action,other
94037,standing,standing,other,action,action,other
94053,standing,standing,other,action,action,other
94085,standing,standing,other,action,action,other
94093,standing,standing,other,action,action,other
94102,standing,eating,other,action,action,other
94120,standing,standing,other,action,action,other
94128,standing,sitting,other,action,action,other
94138,standing,standing,other,action,action,other
94147,sitting,sitting,other,action,action,other
94176,standing,standing,other,action,action,other
94188,standing,standing,other,action,action,other
94203,standing,sitting,other,action,action,other
94209,standing,standing,other,action,action,other
94243,sitting,sitting,other,action,action,other
94253,standing,standing,other,action,action,other
94265,standing,sitting,other,action,action,other
94280,standing,standing,other,action,action,other
94291,standing,sitting,other,action,action,other
94341,sitting,standing,other,action,action,other
94349,sitting,reading,other,action,action,other
94367,sitting,standing,other,action,action,other
94388,standing,standing,other,action,action,other
94400,standing,standing,other,action,action,other
94416,standing,standing,other,action,action,other
94429,standing,sitting,other,action,action,other
94440,standing,standing,other,action,action,other
94443,standing,standing,other,action,action,other
94457,standing,standing,other,action,action,other
94497,standing,sitting,other,action,action,other
94506,standing,standing,other,action,action,other
94512,standing,sitting,other,action,action,other
94556,standing,standing,other,action,action,other
94583,sitting,sitting,other,action,action,other
94586,standing,standing,other,action,action,other
94596,standing,standing,other,action,action,other
94600,standing,sitting,other,action,action,other
94612,standing,standing,other,action,action,other
94617,sitting,sitting,other,action,action,other
94619,standing,standing,other,action,action,other
94649,standing,standing,other,action,action,other
94657,standing,standing,other,action,action,other
94671,standing,standing,other,action,action,other
94704,standing,standing,other,action,action,other
94725,standing,standing,other,action,action,other
94734,standing,sitting,other,action,action,other
94745,standing,sitting,other,action,action,other
94757,standing,standing,other,action,action,other
94785,standing,standing,other,action,action,other
94808,standing,standing,other,action,action,other
94818,standing,standing,other,action,action,other
94841,standing,standing,other,action,action,other
94863,sitting,sitting,other,action,action,other
94880,standing,sitting,other,action,action,other
94883,standing,sitting,other,action,action,other
94892,standing,sitting,other,action,action,other
94894,standing,sitting,other,action,action,other
